Training: 2024-02-02 12:22:23,655-rank_id: 0
Training: 2024-02-02 14:33:02,693-Speed 1967.24 samples/sec   Loss 14.9860   LearningRate 0.000868   Epoch: 2   Global Step: 26640   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2995  Reg Loss 0.1103  
Training: 2024-02-02 14:33:07,898-Speed 1967.55 samples/sec   Loss 14.9309   LearningRate 0.000868   Epoch: 2   Global Step: 26660   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2995  Reg Loss 0.0946  
Training: 2024-02-02 14:33:13,106-Speed 1966.87 samples/sec   Loss 14.9368   LearningRate 0.000868   Epoch: 2   Global Step: 26680   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2993  Reg Loss 0.0943  
Training: 2024-02-02 14:33:18,311-Speed 1967.69 samples/sec   Loss 14.9307   LearningRate 0.000868   Epoch: 2   Global Step: 26700   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.3096  Reg Loss 0.0617  
Training: 2024-02-02 14:33:23,512-Speed 1969.00 samples/sec   Loss 14.9987   LearningRate 0.000868   Epoch: 2   Global Step: 26720   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2893  Reg Loss 0.0983  
Training: 2024-02-02 14:33:28,716-Speed 1968.21 samples/sec   Loss 15.0201   LearningRate 0.000868   Epoch: 2   Global Step: 26740   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2874  Reg Loss 0.1120  
Training: 2024-02-02 14:33:33,921-Speed 1967.69 samples/sec   Loss 14.7805   LearningRate 0.000868   Epoch: 2   Global Step: 26760   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2441  Reg Loss 0.1599  
Training: 2024-02-02 14:33:39,126-Speed 1967.83 samples/sec   Loss 14.9205   LearningRate 0.000868   Epoch: 2   Global Step: 26780   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2813  Reg Loss 0.1224  
Training: 2024-02-02 14:33:44,329-Speed 1968.55 samples/sec   Loss 14.9906   LearningRate 0.000868   Epoch: 2   Global Step: 26800   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2606  Reg Loss 0.1342  
Training: 2024-02-02 14:33:49,541-Speed 1964.93 samples/sec   Loss 14.8913   LearningRate 0.000867   Epoch: 2   Global Step: 26820   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2923  Reg Loss 0.1077  
Training: 2024-02-02 14:33:54,754-Speed 1964.51 samples/sec   Loss 14.9674   LearningRate 0.000867   Epoch: 2   Global Step: 26840   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2763  Reg Loss 0.1095  
Training: 2024-02-02 14:33:59,969-Speed 1964.17 samples/sec   Loss 15.0131   LearningRate 0.000867   Epoch: 2   Global Step: 26860   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2478  Reg Loss 0.1686  
Training: 2024-02-02 14:34:05,177-Speed 1966.87 samples/sec   Loss 14.8584   LearningRate 0.000867   Epoch: 2   Global Step: 26880   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2516  Reg Loss 0.1514  
Training: 2024-02-02 14:34:10,382-Speed 1967.74 samples/sec   Loss 14.8713   LearningRate 0.000867   Epoch: 2   Global Step: 26900   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2753  Reg Loss 0.1264  
Training: 2024-02-02 14:34:15,586-Speed 1968.11 samples/sec   Loss 14.9116   LearningRate 0.000867   Epoch: 2   Global Step: 26920   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2717  Reg Loss 0.1173  
Training: 2024-02-02 14:34:20,791-Speed 1967.74 samples/sec   Loss 15.1032   LearningRate 0.000867   Epoch: 2   Global Step: 26940   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.3238  Reg Loss 0.0609  
Training: 2024-02-02 14:34:25,996-Speed 1967.84 samples/sec   Loss 15.0563   LearningRate 0.000867   Epoch: 2   Global Step: 26960   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.3042  Reg Loss 0.0983  
Training: 2024-02-02 14:34:31,202-Speed 1967.28 samples/sec   Loss 14.8980   LearningRate 0.000867   Epoch: 2   Global Step: 26980   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2811  Reg Loss 0.1075  
Training: 2024-02-02 14:34:36,405-Speed 1968.80 samples/sec   Loss 15.0393   LearningRate 0.000867   Epoch: 2   Global Step: 27000   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2690  Reg Loss 0.1479  
Training: 2024-02-02 14:34:41,605-Speed 1969.37 samples/sec   Loss 14.8116   LearningRate 0.000866   Epoch: 2   Global Step: 27020   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.3076  Reg Loss 0.1123  
Training: 2024-02-02 14:34:46,809-Speed 1968.39 samples/sec   Loss 14.8454   LearningRate 0.000866   Epoch: 2   Global Step: 27040   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.3195  Reg Loss 0.0686  
Training: 2024-02-02 14:34:52,017-Speed 1966.39 samples/sec   Loss 15.0237   LearningRate 0.000866   Epoch: 2   Global Step: 27060   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2967  Reg Loss 0.0600  
Training: 2024-02-02 14:34:57,222-Speed 1967.70 samples/sec   Loss 14.8106   LearningRate 0.000866   Epoch: 2   Global Step: 27080   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2863  Reg Loss 0.0885  
Training: 2024-02-02 14:35:02,429-Speed 1967.13 samples/sec   Loss 14.9052   LearningRate 0.000866   Epoch: 2   Global Step: 27100   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2676  Reg Loss 0.1288  
Training: 2024-02-02 14:35:07,636-Speed 1966.93 samples/sec   Loss 14.8935   LearningRate 0.000866   Epoch: 2   Global Step: 27120   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.3117  Reg Loss 0.0816  
Training: 2024-02-02 14:35:12,841-Speed 1967.76 samples/sec   Loss 14.9148   LearningRate 0.000866   Epoch: 2   Global Step: 27140   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2871  Reg Loss 0.1367  
Training: 2024-02-02 14:35:18,045-Speed 1967.83 samples/sec   Loss 14.9869   LearningRate 0.000866   Epoch: 2   Global Step: 27160   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.3148  Reg Loss 0.0884  
Training: 2024-02-02 14:35:23,250-Speed 1968.08 samples/sec   Loss 14.8986   LearningRate 0.000866   Epoch: 2   Global Step: 27180   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2562  Reg Loss 0.1648  
Training: 2024-02-02 14:35:28,449-Speed 1970.05 samples/sec   Loss 14.9068   LearningRate 0.000866   Epoch: 2   Global Step: 27200   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.3108  Reg Loss 0.0727  
Training: 2024-02-02 14:35:33,657-Speed 1966.35 samples/sec   Loss 14.9687   LearningRate 0.000865   Epoch: 2   Global Step: 27220   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.3362  Reg Loss 0.0512  
Training: 2024-02-02 14:35:38,870-Speed 1964.82 samples/sec   Loss 14.8364   LearningRate 0.000865   Epoch: 2   Global Step: 27240   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2843  Reg Loss 0.1030  
Training: 2024-02-02 14:35:44,081-Speed 1965.45 samples/sec   Loss 15.0098   LearningRate 0.000865   Epoch: 2   Global Step: 27260   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2405  Reg Loss 0.1324  
Training: 2024-02-02 14:35:49,298-Speed 1963.15 samples/sec   Loss 14.7662   LearningRate 0.000865   Epoch: 2   Global Step: 27280   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2661  Reg Loss 0.1523  
Training: 2024-02-02 14:35:54,516-Speed 1963.28 samples/sec   Loss 14.8511   LearningRate 0.000865   Epoch: 2   Global Step: 27300   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2849  Reg Loss 0.1152  
Training: 2024-02-02 14:35:59,728-Speed 1964.98 samples/sec   Loss 14.8950   LearningRate 0.000865   Epoch: 2   Global Step: 27320   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.3068  Reg Loss 0.0652  
Training: 2024-02-02 14:36:04,935-Speed 1967.13 samples/sec   Loss 15.0340   LearningRate 0.000865   Epoch: 2   Global Step: 27340   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2887  Reg Loss 0.0936  
Training: 2024-02-02 14:36:10,146-Speed 1965.53 samples/sec   Loss 14.9153   LearningRate 0.000865   Epoch: 2   Global Step: 27360   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2864  Reg Loss 0.1170  
Training: 2024-02-02 14:36:15,352-Speed 1967.29 samples/sec   Loss 14.9450   LearningRate 0.000865   Epoch: 2   Global Step: 27380   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2659  Reg Loss 0.1465  
Training: 2024-02-02 14:36:20,556-Speed 1968.17 samples/sec   Loss 14.8682   LearningRate 0.000865   Epoch: 2   Global Step: 27400   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2802  Reg Loss 0.1304  
Training: 2024-02-02 14:36:25,763-Speed 1966.99 samples/sec   Loss 15.0886   LearningRate 0.000864   Epoch: 2   Global Step: 27420   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2770  Reg Loss 0.1327  
Training: 2024-02-02 14:36:30,973-Speed 1965.89 samples/sec   Loss 14.8575   LearningRate 0.000864   Epoch: 2   Global Step: 27440   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.3032  Reg Loss 0.0849  
Training: 2024-02-02 14:36:36,178-Speed 1967.95 samples/sec   Loss 14.8630   LearningRate 0.000864   Epoch: 2   Global Step: 27460   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.3105  Reg Loss 0.1115  
Training: 2024-02-02 14:36:41,387-Speed 1966.35 samples/sec   Loss 15.0124   LearningRate 0.000864   Epoch: 2   Global Step: 27480   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2437  Reg Loss 0.1382  
Training: 2024-02-02 14:36:46,589-Speed 1968.72 samples/sec   Loss 15.1030   LearningRate 0.000864   Epoch: 2   Global Step: 27500   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2903  Reg Loss 0.0937  
Training: 2024-02-02 14:36:51,796-Speed 1967.19 samples/sec   Loss 14.8735   LearningRate 0.000864   Epoch: 2   Global Step: 27520   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2867  Reg Loss 0.0926  
Training: 2024-02-02 14:36:57,004-Speed 1966.73 samples/sec   Loss 14.8666   LearningRate 0.000864   Epoch: 2   Global Step: 27540   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2350  Reg Loss 0.1976  
Training: 2024-02-02 14:37:02,208-Speed 1968.14 samples/sec   Loss 14.9758   LearningRate 0.000864   Epoch: 2   Global Step: 27560   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2896  Reg Loss 0.1402  
Training: 2024-02-02 14:37:07,412-Speed 1968.18 samples/sec   Loss 14.8916   LearningRate 0.000864   Epoch: 2   Global Step: 27580   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2626  Reg Loss 0.1276  
Training: 2024-02-02 14:37:12,612-Speed 1969.57 samples/sec   Loss 14.9329   LearningRate 0.000864   Epoch: 2   Global Step: 27600   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2926  Reg Loss 0.0882  
Training: 2024-02-02 14:37:17,812-Speed 1969.53 samples/sec   Loss 14.7559   LearningRate 0.000863   Epoch: 2   Global Step: 27620   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2947  Reg Loss 0.0781  
Training: 2024-02-02 14:37:23,014-Speed 1969.03 samples/sec   Loss 14.7974   LearningRate 0.000863   Epoch: 2   Global Step: 27640   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2752  Reg Loss 0.1027  
Training: 2024-02-02 14:37:28,216-Speed 1968.99 samples/sec   Loss 14.7187   LearningRate 0.000863   Epoch: 2   Global Step: 27660   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2940  Reg Loss 0.1136  
Training: 2024-02-02 14:37:33,415-Speed 1969.88 samples/sec   Loss 14.8232   LearningRate 0.000863   Epoch: 2   Global Step: 27680   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2757  Reg Loss 0.1107  
Training: 2024-02-02 14:37:38,619-Speed 1968.23 samples/sec   Loss 14.8907   LearningRate 0.000863   Epoch: 2   Global Step: 27700   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2775  Reg Loss 0.1044  
Training: 2024-02-02 14:37:43,826-Speed 1967.24 samples/sec   Loss 14.8786   LearningRate 0.000863   Epoch: 2   Global Step: 27720   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2935  Reg Loss 0.1023  
Training: 2024-02-02 14:37:49,032-Speed 1967.40 samples/sec   Loss 14.9845   LearningRate 0.000863   Epoch: 2   Global Step: 27740   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2461  Reg Loss 0.1658  
Training: 2024-02-02 14:37:54,231-Speed 1969.71 samples/sec   Loss 14.9950   LearningRate 0.000863   Epoch: 2   Global Step: 27760   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2868  Reg Loss 0.0924  
Training: 2024-02-02 14:37:59,436-Speed 1967.83 samples/sec   Loss 15.1761   LearningRate 0.000863   Epoch: 2   Global Step: 27780   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2756  Reg Loss 0.1031  
Training: 2024-02-02 14:38:04,639-Speed 1968.41 samples/sec   Loss 14.9125   LearningRate 0.000863   Epoch: 2   Global Step: 27800   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2598  Reg Loss 0.1459  
Training: 2024-02-02 14:38:09,845-Speed 1967.47 samples/sec   Loss 14.7920   LearningRate 0.000862   Epoch: 2   Global Step: 27820   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2923  Reg Loss 0.0647  
Training: 2024-02-02 14:38:15,050-Speed 1967.83 samples/sec   Loss 14.9046   LearningRate 0.000862   Epoch: 2   Global Step: 27840   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2826  Reg Loss 0.0830  
Training: 2024-02-02 14:38:20,253-Speed 1968.57 samples/sec   Loss 14.8484   LearningRate 0.000862   Epoch: 2   Global Step: 27860   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2663  Reg Loss 0.1378  
Training: 2024-02-02 14:38:25,456-Speed 1968.25 samples/sec   Loss 15.0392   LearningRate 0.000862   Epoch: 2   Global Step: 27880   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2842  Reg Loss 0.1262  
Training: 2024-02-02 14:38:30,660-Speed 1968.22 samples/sec   Loss 15.0329   LearningRate 0.000862   Epoch: 2   Global Step: 27900   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.3007  Reg Loss 0.0907  
Training: 2024-02-02 14:38:35,874-Speed 1964.38 samples/sec   Loss 14.9462   LearningRate 0.000862   Epoch: 2   Global Step: 27920   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.3146  Reg Loss 0.0520  
Training: 2024-02-02 14:38:41,089-Speed 1964.05 samples/sec   Loss 14.9919   LearningRate 0.000862   Epoch: 2   Global Step: 27940   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2940  Reg Loss 0.0826  
Training: 2024-02-02 14:38:46,306-Speed 1963.06 samples/sec   Loss 14.6627   LearningRate 0.000862   Epoch: 2   Global Step: 27960   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2827  Reg Loss 0.1099  
Training: 2024-02-02 14:38:51,521-Speed 1963.86 samples/sec   Loss 14.9762   LearningRate 0.000862   Epoch: 2   Global Step: 27980   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2808  Reg Loss 0.1452  
Training: 2024-02-02 14:38:56,734-Speed 1964.55 samples/sec   Loss 14.9940   LearningRate 0.000862   Epoch: 2   Global Step: 28000   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2631  Reg Loss 0.1845  
Training: 2024-02-02 14:39:02,676-[lfw][28000]XNorm: 3.328085
Training: 2024-02-02 14:39:02,676-[lfw][28000]Accuracy-Flip: 0.95217+-0.01019
Training: 2024-02-02 14:39:02,677-[lfw][28000]Accuracy-Highest: 0.95217
Training: 2024-02-02 14:39:09,743-[cfp_fp][28000]XNorm: 3.267452
Training: 2024-02-02 14:39:09,744-[cfp_fp][28000]Accuracy-Flip: 0.74371+-0.01456
Training: 2024-02-02 14:39:09,744-[cfp_fp][28000]Accuracy-Highest: 0.74814
Training: 2024-02-02 14:39:15,758-[agedb_30][28000]XNorm: 3.315686
Training: 2024-02-02 14:39:15,759-[agedb_30][28000]Accuracy-Flip: 0.77200+-0.01258
Training: 2024-02-02 14:39:15,760-[agedb_30][28000]Accuracy-Highest: 0.77283
Training: 2024-02-02 14:39:20,952-Speed 422.85 samples/sec   Loss 14.8689   LearningRate 0.000862   Epoch: 2   Global Step: 28020   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2822  Reg Loss 0.0892  
Training: 2024-02-02 14:39:26,147-Speed 1971.41 samples/sec   Loss 14.7528   LearningRate 0.000861   Epoch: 2   Global Step: 28040   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2826  Reg Loss 0.1273  
Training: 2024-02-02 14:39:31,344-Speed 1970.90 samples/sec   Loss 14.7915   LearningRate 0.000861   Epoch: 2   Global Step: 28060   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2885  Reg Loss 0.0836  
Training: 2024-02-02 14:39:36,541-Speed 1970.62 samples/sec   Loss 14.8141   LearningRate 0.000861   Epoch: 2   Global Step: 28080   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2935  Reg Loss 0.0956  
Training: 2024-02-02 14:39:41,743-Speed 1968.84 samples/sec   Loss 14.8234   LearningRate 0.000861   Epoch: 2   Global Step: 28100   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2702  Reg Loss 0.1156  
Training: 2024-02-02 14:39:46,946-Speed 1968.82 samples/sec   Loss 14.9617   LearningRate 0.000861   Epoch: 2   Global Step: 28120   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.3023  Reg Loss 0.1059  
Training: 2024-02-02 14:39:52,145-Speed 1970.15 samples/sec   Loss 15.0000   LearningRate 0.000861   Epoch: 2   Global Step: 28140   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2744  Reg Loss 0.1414  
Training: 2024-02-02 14:39:57,345-Speed 1969.55 samples/sec   Loss 14.9488   LearningRate 0.000861   Epoch: 2   Global Step: 28160   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2792  Reg Loss 0.1200  
Training: 2024-02-02 14:40:02,544-Speed 1970.11 samples/sec   Loss 14.9774   LearningRate 0.000861   Epoch: 2   Global Step: 28180   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2664  Reg Loss 0.0973  
Training: 2024-02-02 14:40:07,743-Speed 1969.98 samples/sec   Loss 14.9098   LearningRate 0.000861   Epoch: 2   Global Step: 28200   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2869  Reg Loss 0.0867  
Training: 2024-02-02 14:40:12,946-Speed 1968.56 samples/sec   Loss 14.9002   LearningRate 0.000861   Epoch: 2   Global Step: 28220   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2413  Reg Loss 0.1469  
Training: 2024-02-02 14:40:18,149-Speed 1968.56 samples/sec   Loss 14.9617   LearningRate 0.000860   Epoch: 2   Global Step: 28240   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.3230  Reg Loss 0.0669  
Training: 2024-02-02 14:40:23,354-Speed 1967.50 samples/sec   Loss 14.9193   LearningRate 0.000860   Epoch: 2   Global Step: 28260   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2598  Reg Loss 0.1207  
Training: 2024-02-02 14:40:28,563-Speed 1966.29 samples/sec   Loss 14.7666   LearningRate 0.000860   Epoch: 2   Global Step: 28280   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2708  Reg Loss 0.1379  
Training: 2024-02-02 14:40:33,772-Speed 1966.33 samples/sec   Loss 14.8218   LearningRate 0.000860   Epoch: 2   Global Step: 28300   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2760  Reg Loss 0.1144  
Training: 2024-02-02 14:40:38,984-Speed 1965.07 samples/sec   Loss 14.8157   LearningRate 0.000860   Epoch: 2   Global Step: 28320   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.3426  Reg Loss 0.0747  
Training: 2024-02-02 14:40:44,183-Speed 1970.24 samples/sec   Loss 14.8928   LearningRate 0.000860   Epoch: 2   Global Step: 28340   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2533  Reg Loss 0.1202  
Training: 2024-02-02 14:40:49,387-Speed 1968.00 samples/sec   Loss 14.9935   LearningRate 0.000860   Epoch: 2   Global Step: 28360   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2822  Reg Loss 0.0904  
Training: 2024-02-02 14:40:54,597-Speed 1965.62 samples/sec   Loss 14.9552   LearningRate 0.000860   Epoch: 2   Global Step: 28380   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2840  Reg Loss 0.1021  
Training: 2024-02-02 14:40:59,810-Speed 1964.71 samples/sec   Loss 14.8642   LearningRate 0.000860   Epoch: 2   Global Step: 28400   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2778  Reg Loss 0.1408  
Training: 2024-02-02 14:41:05,027-Speed 1963.54 samples/sec   Loss 14.8460   LearningRate 0.000860   Epoch: 2   Global Step: 28420   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2889  Reg Loss 0.1155  
Training: 2024-02-02 14:41:10,232-Speed 1967.67 samples/sec   Loss 14.8973   LearningRate 0.000859   Epoch: 2   Global Step: 28440   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2788  Reg Loss 0.1887  
Training: 2024-02-02 14:41:15,433-Speed 1969.39 samples/sec   Loss 14.7804   LearningRate 0.000859   Epoch: 2   Global Step: 28460   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2469  Reg Loss 0.1398  
Training: 2024-02-02 14:41:20,635-Speed 1968.77 samples/sec   Loss 14.8151   LearningRate 0.000859   Epoch: 2   Global Step: 28480   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2499  Reg Loss 0.1554  
Training: 2024-02-02 14:41:25,838-Speed 1968.39 samples/sec   Loss 14.8924   LearningRate 0.000859   Epoch: 2   Global Step: 28500   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2830  Reg Loss 0.1024  
Training: 2024-02-02 14:41:31,041-Speed 1968.73 samples/sec   Loss 14.9733   LearningRate 0.000859   Epoch: 2   Global Step: 28520   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2526  Reg Loss 0.1047  
Training: 2024-02-02 14:41:36,243-Speed 1968.86 samples/sec   Loss 14.7524   LearningRate 0.000859   Epoch: 2   Global Step: 28540   Fp16 Grad Scale: 32768   Required: 13 hours Feat Norm 3.2716  Reg Loss 0.1305  
Training: 2024-02-02 14:41:41,444-Speed 1969.28 samples/sec   Loss 14.9222   LearningRate 0.000859   Epoch: 2   Global Step: 28560   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.3000  Reg Loss 0.1146  
Training: 2024-02-02 14:41:46,653-Speed 1966.23 samples/sec   Loss 14.8649   LearningRate 0.000859   Epoch: 2   Global Step: 28580   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2724  Reg Loss 0.1296  
Training: 2024-02-02 14:41:51,858-Speed 1967.96 samples/sec   Loss 14.8381   LearningRate 0.000859   Epoch: 2   Global Step: 28600   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2473  Reg Loss 0.1482  
Training: 2024-02-02 14:41:57,065-Speed 1966.83 samples/sec   Loss 14.7947   LearningRate 0.000859   Epoch: 2   Global Step: 28620   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2607  Reg Loss 0.1438  
Training: 2024-02-02 14:42:02,270-Speed 1967.69 samples/sec   Loss 14.9301   LearningRate 0.000858   Epoch: 2   Global Step: 28640   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2689  Reg Loss 0.1106  
Training: 2024-02-02 14:42:07,475-Speed 1967.95 samples/sec   Loss 14.9402   LearningRate 0.000858   Epoch: 2   Global Step: 28660   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2484  Reg Loss 0.1371  
Training: 2024-02-02 14:42:12,685-Speed 1965.72 samples/sec   Loss 14.9300   LearningRate 0.000858   Epoch: 2   Global Step: 28680   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2509  Reg Loss 0.1307  
Training: 2024-02-02 14:42:17,888-Speed 1968.59 samples/sec   Loss 14.8591   LearningRate 0.000858   Epoch: 2   Global Step: 28700   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2889  Reg Loss 0.0869  
Training: 2024-02-02 14:42:23,093-Speed 1967.92 samples/sec   Loss 14.8420   LearningRate 0.000858   Epoch: 2   Global Step: 28720   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2509  Reg Loss 0.1510  
Training: 2024-02-02 14:42:28,296-Speed 1968.57 samples/sec   Loss 14.7762   LearningRate 0.000858   Epoch: 2   Global Step: 28740   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2908  Reg Loss 0.1350  
Training: 2024-02-02 14:42:33,495-Speed 1969.70 samples/sec   Loss 14.8734   LearningRate 0.000858   Epoch: 2   Global Step: 28760   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2735  Reg Loss 0.1070  
Training: 2024-02-02 14:42:38,705-Speed 1966.03 samples/sec   Loss 14.7693   LearningRate 0.000858   Epoch: 2   Global Step: 28780   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2472  Reg Loss 0.1892  
Training: 2024-02-02 14:42:43,914-Speed 1966.38 samples/sec   Loss 14.7659   LearningRate 0.000858   Epoch: 2   Global Step: 28800   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2634  Reg Loss 0.1223  
Training: 2024-02-02 14:42:49,120-Speed 1966.93 samples/sec   Loss 14.6846   LearningRate 0.000858   Epoch: 2   Global Step: 28820   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2902  Reg Loss 0.1147  
Training: 2024-02-02 14:42:54,327-Speed 1967.33 samples/sec   Loss 14.9515   LearningRate 0.000857   Epoch: 2   Global Step: 28840   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2655  Reg Loss 0.1020  
Training: 2024-02-02 14:42:59,533-Speed 1967.45 samples/sec   Loss 14.7422   LearningRate 0.000857   Epoch: 2   Global Step: 28860   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.2948  Reg Loss 0.0838  
Training: 2024-02-02 14:43:04,735-Speed 1968.78 samples/sec   Loss 14.9439   LearningRate 0.000857   Epoch: 2   Global Step: 28880   Fp16 Grad Scale: 65536   Required: 13 hours Feat Norm 3.3077  Reg Loss 0.0841  
