Training: 2024-02-18 00:57:08,166-rank_id: 0
Training: 2024-02-18 05:01:59,277-Speed 2007.74 samples/sec   Loss 11.0579   LearningRate 0.000727   Epoch: 5   Global Step: 55300   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.4893  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:02:04,376-Speed 2008.63 samples/sec   Loss 11.0824   LearningRate 0.000727   Epoch: 5   Global Step: 55320   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.5469  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:02:09,473-Speed 2009.46 samples/sec   Loss 11.0584   LearningRate 0.000726   Epoch: 5   Global Step: 55340   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5871  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:02:14,580-Speed 2005.71 samples/sec   Loss 11.0472   LearningRate 0.000726   Epoch: 5   Global Step: 55360   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5274  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:02:19,675-Speed 2010.05 samples/sec   Loss 11.1047   LearningRate 0.000726   Epoch: 5   Global Step: 55380   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5206  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:02:24,772-Speed 2009.45 samples/sec   Loss 11.0605   LearningRate 0.000726   Epoch: 5   Global Step: 55400   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3533  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:02:29,868-Speed 2009.47 samples/sec   Loss 11.1108   LearningRate 0.000726   Epoch: 5   Global Step: 55420   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.2911  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:02:34,962-Speed 2010.35 samples/sec   Loss 11.0821   LearningRate 0.000726   Epoch: 5   Global Step: 55440   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.3061  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:02:40,056-Speed 2010.90 samples/sec   Loss 11.0851   LearningRate 0.000726   Epoch: 5   Global Step: 55460   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.1986  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:02:45,158-Speed 2007.34 samples/sec   Loss 11.0799   LearningRate 0.000726   Epoch: 5   Global Step: 55480   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5443  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:02:50,272-Speed 2002.92 samples/sec   Loss 11.1303   LearningRate 0.000726   Epoch: 5   Global Step: 55500   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3380  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:02:55,377-Speed 2006.08 samples/sec   Loss 11.0797   LearningRate 0.000726   Epoch: 5   Global Step: 55520   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4272  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:03:00,481-Speed 2006.84 samples/sec   Loss 11.1337   LearningRate 0.000725   Epoch: 5   Global Step: 55540   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5111  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:03:05,592-Speed 2004.17 samples/sec   Loss 11.0777   LearningRate 0.000725   Epoch: 5   Global Step: 55560   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.3038  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:03:10,707-Speed 2002.49 samples/sec   Loss 11.0540   LearningRate 0.000725   Epoch: 5   Global Step: 55580   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.3610  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:03:15,804-Speed 2009.55 samples/sec   Loss 11.1440   LearningRate 0.000725   Epoch: 5   Global Step: 55600   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.7596  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:03:20,901-Speed 2009.68 samples/sec   Loss 11.1040   LearningRate 0.000725   Epoch: 5   Global Step: 55620   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4525  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:03:25,999-Speed 2008.90 samples/sec   Loss 11.1247   LearningRate 0.000725   Epoch: 5   Global Step: 55640   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3002  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:03:31,101-Speed 2007.60 samples/sec   Loss 11.2006   LearningRate 0.000725   Epoch: 5   Global Step: 55660   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3999  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:03:36,199-Speed 2008.92 samples/sec   Loss 11.0576   LearningRate 0.000725   Epoch: 5   Global Step: 55680   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3060  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:03:41,295-Speed 2009.71 samples/sec   Loss 11.1545   LearningRate 0.000725   Epoch: 5   Global Step: 55700   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.3168  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:03:46,387-Speed 2011.51 samples/sec   Loss 11.1194   LearningRate 0.000725   Epoch: 5   Global Step: 55720   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3701  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:03:51,484-Speed 2009.45 samples/sec   Loss 11.1539   LearningRate 0.000724   Epoch: 5   Global Step: 55740   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5737  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:03:56,581-Speed 2009.38 samples/sec   Loss 11.1338   LearningRate 0.000724   Epoch: 5   Global Step: 55760   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3331  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:04:01,681-Speed 2008.23 samples/sec   Loss 11.0344   LearningRate 0.000724   Epoch: 5   Global Step: 55780   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4590  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:04:06,788-Speed 2005.69 samples/sec   Loss 11.2118   LearningRate 0.000724   Epoch: 5   Global Step: 55800   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5267  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:04:11,900-Speed 2003.68 samples/sec   Loss 11.0794   LearningRate 0.000724   Epoch: 5   Global Step: 55820   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.4560  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:04:16,998-Speed 2009.04 samples/sec   Loss 11.0680   LearningRate 0.000724   Epoch: 5   Global Step: 55840   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3723  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:04:22,098-Speed 2008.39 samples/sec   Loss 11.1249   LearningRate 0.000724   Epoch: 5   Global Step: 55860   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3871  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:04:27,195-Speed 2009.45 samples/sec   Loss 11.1899   LearningRate 0.000724   Epoch: 5   Global Step: 55880   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4497  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:04:32,290-Speed 2010.31 samples/sec   Loss 11.1735   LearningRate 0.000724   Epoch: 5   Global Step: 55900   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5396  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:04:37,389-Speed 2008.45 samples/sec   Loss 11.1464   LearningRate 0.000724   Epoch: 5   Global Step: 55920   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3431  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:04:42,482-Speed 2011.12 samples/sec   Loss 11.1246   LearningRate 0.000724   Epoch: 5   Global Step: 55940   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.2878  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:04:47,582-Speed 2008.36 samples/sec   Loss 11.0647   LearningRate 0.000723   Epoch: 5   Global Step: 55960   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4260  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:04:52,683-Speed 2007.86 samples/sec   Loss 11.0613   LearningRate 0.000723   Epoch: 5   Global Step: 55980   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5603  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:04:57,785-Speed 2007.60 samples/sec   Loss 11.0711   LearningRate 0.000723   Epoch: 5   Global Step: 56000   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4824  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:05:03,913-[lfw][56000]XNorm: 14.792648
Training: 2024-02-18 05:05:03,914-[lfw][56000]Accuracy-Flip: 0.84000+-0.01476
Training: 2024-02-18 05:05:03,914-[lfw][56000]Accuracy-Highest: 0.86000
Training: 2024-02-18 05:05:10,912-[cfp_fp][56000]XNorm: 15.381836
Training: 2024-02-18 05:05:10,913-[cfp_fp][56000]Accuracy-Flip: 0.67129+-0.01671
Training: 2024-02-18 05:05:10,913-[cfp_fp][56000]Accuracy-Highest: 0.68914
Training: 2024-02-18 05:05:17,072-[agedb_30][56000]XNorm: 16.170158
Training: 2024-02-18 05:05:17,072-[agedb_30][56000]Accuracy-Flip: 0.54600+-0.02028
Training: 2024-02-18 05:05:17,073-[agedb_30][56000]Accuracy-Highest: 0.61083
Training: 2024-02-18 05:05:22,173-Speed 419.90 samples/sec   Loss 11.0965   LearningRate 0.000723   Epoch: 5   Global Step: 56020   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4724  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:05:27,268-Speed 2010.47 samples/sec   Loss 11.2199   LearningRate 0.000723   Epoch: 5   Global Step: 56040   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.4872  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:05:32,362-Speed 2010.46 samples/sec   Loss 11.1972   LearningRate 0.000723   Epoch: 5   Global Step: 56060   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.4058  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:05:37,456-Speed 2010.80 samples/sec   Loss 11.0961   LearningRate 0.000723   Epoch: 5   Global Step: 56080   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.3033  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:05:42,546-Speed 2012.28 samples/sec   Loss 11.2511   LearningRate 0.000723   Epoch: 5   Global Step: 56100   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4438  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:05:47,646-Speed 2008.31 samples/sec   Loss 11.2181   LearningRate 0.000723   Epoch: 5   Global Step: 56120   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4443  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:05:52,740-Speed 2010.51 samples/sec   Loss 11.1327   LearningRate 0.000723   Epoch: 5   Global Step: 56140   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5745  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:05:57,837-Speed 2009.37 samples/sec   Loss 11.1898   LearningRate 0.000722   Epoch: 5   Global Step: 56160   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5661  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:06:02,936-Speed 2008.59 samples/sec   Loss 11.1990   LearningRate 0.000722   Epoch: 5   Global Step: 56180   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3847  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:06:08,034-Speed 2009.25 samples/sec   Loss 11.2160   LearningRate 0.000722   Epoch: 5   Global Step: 56200   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.1765  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:06:13,128-Speed 2010.45 samples/sec   Loss 11.1079   LearningRate 0.000722   Epoch: 5   Global Step: 56220   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3999  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:06:18,232-Speed 2006.83 samples/sec   Loss 11.2504   LearningRate 0.000722   Epoch: 5   Global Step: 56240   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.2622  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:06:23,333-Speed 2007.83 samples/sec   Loss 11.1266   LearningRate 0.000722   Epoch: 5   Global Step: 56260   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.2421  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:06:28,431-Speed 2009.41 samples/sec   Loss 11.1701   LearningRate 0.000722   Epoch: 5   Global Step: 56280   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5739  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:06:33,529-Speed 2008.70 samples/sec   Loss 11.1652   LearningRate 0.000722   Epoch: 5   Global Step: 56300   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.2345  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:06:38,629-Speed 2008.41 samples/sec   Loss 11.1279   LearningRate 0.000722   Epoch: 5   Global Step: 56320   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.4376  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:06:43,720-Speed 2011.88 samples/sec   Loss 11.1529   LearningRate 0.000722   Epoch: 5   Global Step: 56340   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4168  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:06:48,815-Speed 2009.95 samples/sec   Loss 11.2314   LearningRate 0.000721   Epoch: 5   Global Step: 56360   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.1610  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:06:53,912-Speed 2009.69 samples/sec   Loss 11.1609   LearningRate 0.000721   Epoch: 5   Global Step: 56380   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3862  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:06:59,006-Speed 2010.32 samples/sec   Loss 11.1585   LearningRate 0.000721   Epoch: 5   Global Step: 56400   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5113  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:07:04,101-Speed 2010.17 samples/sec   Loss 11.2513   LearningRate 0.000721   Epoch: 5   Global Step: 56420   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4949  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:07:09,199-Speed 2009.17 samples/sec   Loss 11.2102   LearningRate 0.000721   Epoch: 5   Global Step: 56440   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.5437  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:07:14,291-Speed 2011.34 samples/sec   Loss 11.1525   LearningRate 0.000721   Epoch: 5   Global Step: 56460   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.2290  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:07:19,385-Speed 2010.70 samples/sec   Loss 11.2037   LearningRate 0.000721   Epoch: 5   Global Step: 56480   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4548  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:07:24,485-Speed 2008.15 samples/sec   Loss 11.1598   LearningRate 0.000721   Epoch: 5   Global Step: 56500   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4388  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:07:29,582-Speed 2009.31 samples/sec   Loss 11.1298   LearningRate 0.000721   Epoch: 5   Global Step: 56520   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5473  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:07:34,679-Speed 2009.37 samples/sec   Loss 11.2839   LearningRate 0.000721   Epoch: 5   Global Step: 56540   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.2064  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:07:39,772-Speed 2010.93 samples/sec   Loss 11.2005   LearningRate 0.000720   Epoch: 5   Global Step: 56560   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4775  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:07:44,870-Speed 2009.09 samples/sec   Loss 11.2174   LearningRate 0.000720   Epoch: 5   Global Step: 56580   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4485  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:07:49,967-Speed 2009.44 samples/sec   Loss 11.3032   LearningRate 0.000720   Epoch: 5   Global Step: 56600   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3611  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:07:55,061-Speed 2010.42 samples/sec   Loss 11.1801   LearningRate 0.000720   Epoch: 5   Global Step: 56620   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.6694  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:08:00,157-Speed 2009.88 samples/sec   Loss 11.1966   LearningRate 0.000720   Epoch: 5   Global Step: 56640   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4725  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:08:05,253-Speed 2009.81 samples/sec   Loss 11.2688   LearningRate 0.000720   Epoch: 5   Global Step: 56660   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.5106  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:08:10,345-Speed 2011.15 samples/sec   Loss 11.1520   LearningRate 0.000720   Epoch: 5   Global Step: 56680   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4923  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:08:15,444-Speed 2008.83 samples/sec   Loss 11.1187   LearningRate 0.000720   Epoch: 5   Global Step: 56700   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3240  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:08:20,542-Speed 2008.94 samples/sec   Loss 11.1100   LearningRate 0.000720   Epoch: 5   Global Step: 56720   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4670  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:08:25,641-Speed 2008.66 samples/sec   Loss 11.2296   LearningRate 0.000720   Epoch: 5   Global Step: 56740   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3001  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:08:30,737-Speed 2009.85 samples/sec   Loss 11.0901   LearningRate 0.000719   Epoch: 5   Global Step: 56760   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3571  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:08:35,837-Speed 2008.23 samples/sec   Loss 11.2007   LearningRate 0.000719   Epoch: 5   Global Step: 56780   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.2895  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:08:40,934-Speed 2009.31 samples/sec   Loss 11.1966   LearningRate 0.000719   Epoch: 5   Global Step: 56800   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5338  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:08:46,035-Speed 2007.98 samples/sec   Loss 11.2330   LearningRate 0.000719   Epoch: 5   Global Step: 56820   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3257  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:08:51,137-Speed 2007.44 samples/sec   Loss 11.2403   LearningRate 0.000719   Epoch: 5   Global Step: 56840   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3001  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:08:56,241-Speed 2006.96 samples/sec   Loss 11.2608   LearningRate 0.000719   Epoch: 5   Global Step: 56860   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4985  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:09:01,339-Speed 2009.10 samples/sec   Loss 11.2535   LearningRate 0.000719   Epoch: 5   Global Step: 56880   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3225  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:09:06,435-Speed 2009.67 samples/sec   Loss 11.2608   LearningRate 0.000719   Epoch: 5   Global Step: 56900   Fp16 Grad Scale: 16384   Required: 11 hours Feat Norm 15.4647  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:09:11,540-Speed 2006.30 samples/sec   Loss 11.2581   LearningRate 0.000719   Epoch: 5   Global Step: 56920   Fp16 Grad Scale: 16384   Required: 11 hours Feat Norm 15.1438  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:09:16,651-Speed 2004.31 samples/sec   Loss 11.0996   LearningRate 0.000719   Epoch: 5   Global Step: 56940   Fp16 Grad Scale: 16384   Required: 11 hours Feat Norm 15.4850  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:09:21,760-Speed 2004.66 samples/sec   Loss 11.2062   LearningRate 0.000718   Epoch: 5   Global Step: 56960   Fp16 Grad Scale: 16384   Required: 11 hours Feat Norm 15.4875  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:09:26,868-Speed 2005.20 samples/sec   Loss 11.3113   LearningRate 0.000718   Epoch: 5   Global Step: 56980   Fp16 Grad Scale: 16384   Required: 11 hours Feat Norm 15.3890  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:09:31,965-Speed 2009.12 samples/sec   Loss 11.2108   LearningRate 0.000718   Epoch: 5   Global Step: 57000   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.2512  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:09:37,064-Speed 2008.72 samples/sec   Loss 11.2097   LearningRate 0.000718   Epoch: 5   Global Step: 57020   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3403  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:09:42,160-Speed 2010.10 samples/sec   Loss 11.1450   LearningRate 0.000718   Epoch: 5   Global Step: 57040   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4131  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:09:47,271-Speed 2003.70 samples/sec   Loss 11.2114   LearningRate 0.000718   Epoch: 5   Global Step: 57060   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.6087  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:09:52,382-Speed 2004.03 samples/sec   Loss 11.1865   LearningRate 0.000718   Epoch: 5   Global Step: 57080   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.2854  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:09:57,484-Speed 2007.56 samples/sec   Loss 11.2268   LearningRate 0.000718   Epoch: 5   Global Step: 57100   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.6142  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:10:02,585-Speed 2007.97 samples/sec   Loss 11.2414   LearningRate 0.000718   Epoch: 5   Global Step: 57120   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.2552  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:10:07,679-Speed 2010.68 samples/sec   Loss 11.1858   LearningRate 0.000718   Epoch: 5   Global Step: 57140   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4906  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:10:12,776-Speed 2009.37 samples/sec   Loss 11.1952   LearningRate 0.000717   Epoch: 5   Global Step: 57160   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3101  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:10:17,871-Speed 2010.11 samples/sec   Loss 11.2424   LearningRate 0.000717   Epoch: 5   Global Step: 57180   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3538  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:10:22,970-Speed 2008.63 samples/sec   Loss 11.2831   LearningRate 0.000717   Epoch: 5   Global Step: 57200   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.3580  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:10:28,070-Speed 2008.40 samples/sec   Loss 11.2013   LearningRate 0.000717   Epoch: 5   Global Step: 57220   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.2288  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:10:33,167-Speed 2009.53 samples/sec   Loss 11.2281   LearningRate 0.000717   Epoch: 5   Global Step: 57240   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5158  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:10:38,265-Speed 2008.95 samples/sec   Loss 11.1559   LearningRate 0.000717   Epoch: 5   Global Step: 57260   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.5658  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:10:43,364-Speed 2008.72 samples/sec   Loss 11.2355   LearningRate 0.000717   Epoch: 5   Global Step: 57280   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.1831  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:10:48,465-Speed 2007.89 samples/sec   Loss 11.1416   LearningRate 0.000717   Epoch: 5   Global Step: 57300   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.2818  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:10:53,562-Speed 2009.27 samples/sec   Loss 11.2875   LearningRate 0.000717   Epoch: 5   Global Step: 57320   Fp16 Grad Scale: 32768   Required: 11 hours Feat Norm 15.4011  Reg Loss 0.0000  Meet Loss 0.0000
Training: 2024-02-18 05:10:58,657-Speed 2010.41 samples/sec   Loss 11.2604   LearningRate 0.000717   Epoch: 5   Global Step: 57340   Fp16 Grad Scale: 65536   Required: 11 hours Feat Norm 15.2124  Reg Loss 0.0000  Meet Loss 0.0000
